Player,Seasons,Wins Added,WA / Season,Career LEBRON,Career O-LEBRON,Career D-LEBRON
Kelan Martin,2,0.5,0.3,-1.36,-1.20,-0.16
Marco Belinelli,11,8.2,0.7,-1.64,-0.02,-1.61
Drew Gooden,7,2.6,0.4,-1.64,-1.09,-0.55
Luke Kennard,4,2.1,0.5,-1.67,-0.44,-1.23
Rui Hachimura,2,1.4,0.7,-1.64,-1.59,-0.05
Jonathan Gibson,2,0.1,0.1,-1.65,-0.70,-0.95
Meyers Leonard,9,3.1,0.3,-1.65,-1.40,-0.25
James Young,4,0.4,0.1,-1.65,-0.78,-0.87
Nassir Little,2,0.6,0.3,-1.55,-0.97,-0.58
Chris Hunter,1,0.3,0.3,-1.65,-1.27,-0.38
Shelden Williams,3,1.2,0.4,-1.65,-1.96,+0.31
Luke Babbitt,8,2.3,0.3,-1.66,-0.90,-0.76
Dominique Jones,3,0.3,0.1,-1.66,-1.34,-0.32
Joel Przybilla,4,0.7,0.2,-1.66,-3.38,+1.72
PJ Hairston,2,0.8,0.4,-1.67,-1.31,-0.35
Andrew Nicholson,5,1.7,0.3,-1.67,-1.73,+0.06
Zydrunas Ilgauskas,2,1.0,0.5,-1.67,-2.01,+0.34
Earl Barron,5,0.4,0.1,-1.67,-1.58,-0.09
Luther Head,2,0.6,0.3,-1.67,-0.86,-0.81
Lazar Hayward,3,0.2,0.1,-1.67,-1.01,-0.66
Miles Bridges,3,2.0,0.7,-1.76,-0.88,-0.88
E'Twaun Moore,10,5.1,0.5,-1.69,-1.15,-0.54
T.J. Leaf,4,0.6,0.1,-1.65,-0.76,-0.89
Julian Washburn,1,0.1,0.1,-1.68,-1.65,-0.03
Anthony Brown,3,0.3,0.1,-1.68,-1.32,-0.36
Jared Cunningham,4,0.2,0.1,-1.68,-1.28,-0.41
Deyonta Davis,3,0.5,0.2,-1.68,-1.22,-0.47
Timothe Luwawu-Cabarrot,5,1.6,0.3,-1.78,-1.11,-0.68
Sebastian Telfair,5,1.5,0.3,-1.69,-1.03,-0.66
Malcolm Miller,3,0.1,0.0,-1.69,-0.84,-0.84
Malcolm Thomas,4,0.1,0.0,-1.69,-1.26,-0.43
Jaden McDaniels,1,0.7,0.7,-1.63,-2.65,+1.02
Kwame Brown,4,1.2,0.3,-1.70,-1.81,+0.12
Jared Terrell,1,0.0,0.0,-1.70,-1.06,-0.64
Kendrick Perkins,8,3.9,0.5,-1.70,-2.88,+1.18
Cedi Osman,4,2.4,0.6,-1.76,-0.90,-0.86
Lamar Patterson,2,0.2,0.1,-1.70,-1.17,-0.53
Pooh Jeter,1,0.3,0.3,-1.70,-0.96,-0.74
Hilton Armstrong,3,0.4,0.1,-1.71,-2.93,+1.22
Dan Gadzuric,3,0.3,0.1,-1.71,-3.16,+1.45
Orlando Johnson,3,0.4,0.1,-1.71,-1.15,-0.57
Zabian Dowdell,1,0.1,0.1,-1.71,-1.70,-0.01
Caleb Swanigan,3,0.3,0.1,-1.72,-1.68,-0.04
Rakeem Christmas,2,0.1,0.0,-1.73,-1.32,-0.41
Brian Roberts,5,1.9,0.4,-1.74,-0.26,-1.48
Matt Thomas,2,0.2,0.1,-1.95,-0.60,-1.34
Mickael Gelabale,1,0.2,0.2,-1.74,-0.97,-0.77
DeAndre' Bembry,5,2.6,0.5,-1.48,-1.72,+0.24
Keith Bogans,5,1.7,0.3,-1.75,-1.70,-0.05
Allen Crabbe,7,3.4,0.5,-1.75,-0.72,-1.02
Austin Daye,6,1.5,0.3,-1.75,-1.23,-0.52
DJ Mbenga,2,0.3,0.1,-1.75,-3.22,+1.47
Tre Jones,1,0.0,0.0,-2.40,-1.08,-1.33
Devin Ebanks,3,0.3,0.1,-1.75,-1.63,-0.13
Derrick Walton Jr.,2,0.1,0.1,-1.76,-1.15,-0.60
Isaiah Whitehead,2,0.7,0.3,-1.76,-1.54,-0.22
Travis Wear,2,0.3,0.2,-1.76,-1.91,+0.15
Ricky Ledo,2,0.1,0.0,-1.76,-0.64,-1.13
Grant Williams,2,1.0,0.5,-1.58,-2.39,+0.81
RJ Barrett,2,2.6,1.3,-1.37,-0.74,-0.63
Isaiah Taylor,2,0.4,0.2,-1.77,-0.83,-0.95
Obi Toppin,1,0.4,0.4,-1.37,-1.07,-0.29
Randy Foye,8,4.8,0.6,-1.78,-0.56,-1.22
Kevin Jones,1,0.1,0.1,-1.79,-1.17,-0.62
Rasho Nesterovic,1,0.1,0.1,-1.79,-1.11,-0.68
Paul Watson,2,0.1,0.1,-1.90,-1.09,-0.81
Mike Scott,9,2.8,0.3,-1.85,-0.86,-0.99
Darko Milicic,4,1.0,0.2,-1.80,-3.41,+1.61
Justin Jackson,4,1.7,0.4,-1.77,-0.86,-0.91
Marcus Morris,2,0.5,0.3,-1.82,-1.58,-0.24
Trent Forrest,1,0.1,0.1,-1.63,-0.24,-1.38
Eddie House,2,0.7,0.3,-1.82,-0.62,-1.21
Dairis Bertans,1,0.1,0.1,-1.82,-0.80,-1.03
Luke Harangody,2,0.3,0.1,-1.82,-1.56,-0.27
Nando De Colo,2,0.4,0.2,-1.83,-1.69,-0.14
Treveon Graham,4,0.9,0.2,-1.83,-1.57,-0.26
Earl Boykins,3,0.7,0.2,-1.84,-0.40,-1.44
Eric Maynor,5,1.2,0.2,-1.84,-0.87,-0.98
Arron Afflalo,9,5.8,0.6,-1.85,-0.24,-1.61
Jimmer Fredette,6,1.0,0.2,-1.85,+0.54,-2.39
Amir Coffey,2,0.2,0.1,-1.75,-1.42,-0.34
Luguentz Dort,2,1.0,0.5,-1.66,-1.04,-0.62
Flip Murray,1,0.5,0.5,-1.86,-1.03,-0.83
Dennis Smith Jr.,4,1.3,0.3,-1.86,-1.14,-0.72
Sheldon Mac,1,0.1,0.1,-1.87,-1.47,-0.40
Omari Spellman,2,0.5,0.2,-1.87,-1.46,-0.41
De'Andre Hunter,2,0.9,0.4,-1.83,-1.15,-0.67
Rodney Purvis,1,0.1,0.1,-1.88,-1.09,-0.78
Jannero Pargo,5,0.7,0.1,-1.88,-0.82,-1.06
Cleanthony Early,2,0.2,0.1,-1.88,-1.80,-0.08
Darius Miller,6,1.5,0.3,-1.88,-0.62,-1.25
Kim English,1,0.1,0.1,-1.88,-1.29,-0.60
Ray McCallum,3,0.8,0.3,-1.88,-0.32,-1.57
JJ Hickson,7,3.2,0.5,-1.89,-1.47,-0.42
Derrick Williams,7,2.4,0.3,-1.89,-0.83,-1.06
Devin Brown,1,0.3,0.3,-1.89,-2.04,+0.16
Jalen McDaniels,2,0.4,0.2,-1.79,-1.32,-0.47
Aaron Gray,5,0.7,0.1,-1.90,-2.29,+0.39
Brandon Rush,8,2.4,0.3,-1.90,-1.24,-0.66
Gary Clark,3,0.5,0.2,-1.94,-1.34,-0.60
Tony Battie,3,0.2,0.1,-1.90,-2.84,+0.94
Joel Freeland,3,0.5,0.2,-1.91,-2.20,+0.30
Okaro White,3,0.1,0.0,-1.91,-1.58,-0.33
Jahlil Okafor,6,0.9,0.2,-2.03,-1.80,-0.23
Ognjen Kuzmic,2,0.0,0.0,-1.92,-1.03,-0.89
JaKarr Sampson,6,0.8,0.1,-1.97,-2.21,+0.24
Larry Drew II,2,0.1,0.0,-1.92,-1.12,-0.80
Rodney Carney,2,0.3,0.2,-1.92,-1.47,-0.45
Sean McDermott,1,0.0,0.0,-1.91,-1.31,-0.60
Ike Diogu,2,0.1,0.1,-1.93,-0.69,-1.24
Thanasis Antetokounmpo,3,0.1,0.0,-2.16,-2.33,+0.18
Toure' Murry,2,0.1,0.0,-1.94,-1.25,-0.68
Theo Ratliff,2,0.2,0.1,-1.94,-2.65,+0.72
Austin Rivers,9,4.2,0.5,-1.88,-0.46,-1.42
Chucky Atkins,1,0.2,0.2,-1.94,-1.14,-0.80
Jordan Crawford,6,1.6,0.3,-1.94,+0.07,-2.01
Francisco Elson,3,0.2,0.1,-1.94,-2.32,+0.38
Luke Walton,4,0.5,0.1,-1.94,-1.60,-0.35
Javonte Green,2,0.5,0.2,-1.53,-1.52,-0.02
KJ McDaniels,3,0.5,0.2,-1.96,-1.55,-0.41
Udoka Azubuike,1,0.0,0.0,-1.88,-1.06,-0.82
Mikki Moore,2,0.1,0.1,-1.97,-1.86,-0.11
Alex Abrines,3,0.6,0.2,-1.98,-0.99,-0.98
Kyle Singler,6,1.7,0.3,-1.98,-1.26,-0.72
Richard Hamilton,4,1.0,0.3,-1.98,-0.35,-1.64
Aaron Nesmith,1,0.2,0.2,-1.78,-1.61,-0.17
Alan Anderson,6,1.3,0.2,-1.99,-0.84,-1.15
John Jenkins,6,0.5,0.1,-1.99,-0.76,-1.23
Alonzo Gee,8,1.9,0.2,-1.99,-1.42,-0.58
Tyrone Wallace,3,0.3,0.1,-1.99,-1.44,-0.55
Isaiah Hicks,2,0.1,0.0,-1.99,-1.56,-0.43
Bryn Forbes,5,1.8,0.4,-1.92,-0.70,-1.22
Doug McDermott,7,2.1,0.3,-1.99,-0.41,-1.58
DJ White,5,0.4,0.1,-2.00,-1.43,-0.58
Darius Songaila,2,0.3,0.1,-2.01,-2.09,+0.08
Sean Kilpatrick,4,0.6,0.2,-2.01,-0.26,-1.75
Chris Duhon,4,1.0,0.2,-2.01,-1.08,-0.93
Jordan Hill,8,1.5,0.2,-2.01,-1.37,-0.64
Garrison Mathews,2,0.2,0.1,-2.11,-1.11,-1.01
Robert Sacre,4,0.5,0.1,-2.01,-2.30,+0.29
Marcus Georges-Hunt,2,0.1,0.0,-2.01,-1.36,-0.65
Yi Jianlian,3,0.6,0.2,-2.02,-2.09,+0.07
Furkan Aldemir,1,0.1,0.1,-2.02,-2.00,-0.02
Kenyon Martin Jr.,1,-0.1,-0.1,-2.42,-1.36,-1.07
Saddiq Bey,1,0.4,0.4,-2.00,-0.47,-1.54
Linas Kleiza,3,0.4,0.1,-2.04,-0.92,-1.12
Tyler Herro,2,0.4,0.2,-2.14,-0.33,-1.81
Brandon Paul,1,0.1,0.1,-2.04,-2.19,+0.14
Manny Harris,4,0.3,0.1,-2.05,-1.55,-0.50
Darnell Jackson,2,0.1,0.1,-2.05,-1.62,-0.43
Kyrylo Fesenko,3,0.2,0.1,-2.05,-2.61,+0.56
Darius Bazley,2,-0.1,-0.1,-2.38,-2.44,+0.06
Jarell Martin,4,0.5,0.1,-2.05,-2.15,+0.09
Jerryd Bayless,10,2.0,0.2,-2.06,-0.56,-1.50
Ryan Gomes,4,0.8,0.2,-2.06,-1.45,-0.61
Shannon Brown,6,1.0,0.2,-2.06,-1.04,-1.02
Carsen Edwards,2,0.2,0.1,-1.93,-0.81,-1.11
Quincy Pondexter,7,0.9,0.1,-2.07,-1.14,-0.92
James Michael McAdoo,4,0.1,0.0,-2.07,-1.76,-0.30
Bruno Fernando,2,0.1,0.1,-2.09,-2.04,-0.05
Willie Green,6,1.1,0.2,-2.07,-1.31,-0.75
Nemanja Nedovic,1,0.0,0.0,-2.07,-1.09,-0.98
Antoine Wright,2,0.2,0.1,-2.07,-1.43,-0.64
Anthony Edwards,1,2.2,2.2,-0.90,+0.91,-1.81
Frank Ntilikina,4,0.6,0.1,-2.09,-2.22,+0.14
Will Bynum,6,0.9,0.1,-2.08,-0.19,-1.88
Coby White,2,1.4,0.7,-1.74,-0.38,-1.36
Rasual Butler,6,0.9,0.2,-2.08,-1.26,-0.82
Samardo Samuels,3,0.2,0.1,-2.09,-2.49,+0.40
Ryan Hollins,7,0.6,0.1,-2.11,-2.31,+0.19
Tony Snell,8,1.3,0.2,-2.15,-1.36,-0.79
Miye Oni,2,0.0,0.0,-2.40,-1.65,-0.75
Emmanuel Mudiay,5,0.9,0.2,-2.12,-0.95,-1.17
DeAndre Liggins,5,0.2,0.0,-2.12,-2.60,+0.47
Jerry Stackhouse,4,0.2,0.1,-2.12,-1.09,-1.03
Romeo Langford,2,-0.1,-0.1,-2.60,-2.34,-0.25
Christian Eyenga,2,0.1,0.1,-2.14,-2.56,+0.42
JaJuan Johnson,1,0.0,0.0,-2.14,-2.39,+0.25
Jarron Collins,2,0.0,0.0,-2.14,-2.41,+0.27
Bobby Simmons,3,0.1,0.0,-2.14,-1.79,-0.35
Glenn Robinson III,7,0.5,0.1,-2.15,-1.51,-0.65
Joffrey Lauvergne,4,0.3,0.1,-2.15,-0.78,-1.37
Troy Daniels,7,0.5,0.1,-2.16,-0.12,-2.03
Chris Douglas-Roberts,5,0.4,0.1,-2.16,-1.94,-0.22
Cristiano Felicio,6,0.5,0.1,-2.13,-1.49,-0.64
Jawun Evans,2,0.1,0.0,-2.16,-1.83,-0.33
Henry Sims,4,0.3,0.1,-2.17,-1.65,-0.51
Hamidou Diallo,3,0.0,0.0,-2.30,-1.87,-0.43
Jaylen Adams,2,0.0,0.0,-2.18,-1.76,-0.41
Tyrese Maxey,1,0.8,0.8,-1.07,+0.24,-1.31
Jason Collins,5,0.1,0.0,-2.19,-3.12,+0.92
Solomon Jones,5,0.1,0.0,-2.19,-2.98,+0.78
Sean Marks,2,0.0,0.0,-2.20,-1.99,-0.20
Sterling Brown,4,0.5,0.1,-2.12,-2.04,-0.08
Ben Gordon,6,0.6,0.1,-2.20,-0.05,-2.16
Cam Reddish,2,0.1,0.0,-2.27,-1.27,-1.00
Josh Jackson,4,0.8,0.2,-2.11,-1.73,-0.38
Victor Claver,3,0.1,0.0,-2.22,-1.83,-0.39
Malik Monk,4,0.2,0.1,-2.23,-0.34,-1.89
Jerome Robinson,3,0.0,0.0,-2.26,-1.92,-0.34
Larry Hughes,2,0.1,0.0,-2.24,-2.39,+0.16
Shane Larkin,4,0.2,0.1,-2.24,-1.58,-0.65
DaJuan Summers,4,0.0,0.0,-2.24,-1.70,-0.54
DeShawn Stevenson,4,0.2,0.0,-2.24,-1.75,-0.49
Josh Howard,4,0.1,0.0,-2.25,-1.53,-0.73
Ty Jerome,2,0.1,0.1,-2.12,-0.91,-1.21
Mario Hezonja,5,0.2,0.0,-2.26,-1.66,-0.60
Kevin Porter Jr.,2,0.2,0.1,-2.18,-1.08,-1.09
Armon Johnson,2,0.0,0.0,-2.26,-1.69,-0.57
Xavier Henry,5,0.1,0.0,-2.26,-1.76,-0.50
Nathan Jawai,1,0.0,0.0,-2.27,-2.00,-0.26
Edmond Sumner,4,0.0,0.0,-2.34,-1.16,-1.18
Elie Okobo,2,0.0,0.0,-2.27,-1.58,-0.69
Derrick Brown,3,0.1,0.0,-2.27,-0.82,-1.45
Eric Paschall,2,0.0,0.0,-2.31,-1.06,-1.25
Killian Hayes,1,-0.5,-0.5,-3.45,-2.67,-0.78
Admiral Schofield,1,0.0,0.0,-2.28,-1.91,-0.37
Maalik Wayns,2,0.0,0.0,-2.28,-1.24,-1.04
Chandler Hutchison,3,0.0,0.0,-2.34,-2.27,-0.07
Marcus Williams,1,0.0,0.0,-2.28,-1.07,-1.22
Von Wafer,2,0.0,0.0,-2.29,-1.67,-0.62
Kostas Papanikolaou,2,0.0,0.0,-2.29,-1.67,-0.62
Dragan Bender,4,0.1,0.0,-2.29,-2.17,-0.12
Damyean Dotson,4,-0.4,-0.1,-2.45,-1.34,-1.11
Isaiah Canaan,6,0.1,0.0,-2.29,-0.95,-1.34
Shabazz Muhammad,5,0.0,0.0,-2.30,+0.27,-2.57
Andres Nocioni,3,0.0,0.0,-2.30,-0.97,-1.33
Michael Frazier II,1,0.0,0.0,-2.31,-1.39,-0.92
Jeremy Tyler,3,0.0,0.0,-2.32,-2.24,-0.08
KZ Okpala,2,0.0,0.0,-2.28,-1.88,-0.40
Archie Goodwin,4,-0.1,0.0,-2.35,-1.02,-1.33
Brandon Davies,2,0.0,0.0,-2.35,-2.29,-0.06
Quinn Cook,5,-0.1,0.0,-2.36,-0.64,-1.72
Nicolas Laprovittola,1,0.0,0.0,-2.36,-1.27,-1.10
Wes Iwundu,4,-0.2,0.0,-2.37,-2.33,-0.04
Matt Carroll,4,0.0,0.0,-2.37,-1.67,-0.70
Jarrett Culver,2,-0.1,-0.1,-2.39,-1.96,-0.42
Alfonzo McKinnie,4,0.0,0.0,-2.33,-1.49,-0.84
Allen Iverson,1,0.0,0.0,-2.39,-1.46,-0.93
Dominic McGuire,4,-0.1,0.0,-2.39,-2.68,+0.29
Travis Outlaw,5,-0.3,-0.1,-2.39,-1.38,-1.01
Lonnie Walker IV,3,-1.0,-0.3,-2.87,-1.19,-1.68
Jonathon Simmons,4,-0.4,-0.1,-2.41,-1.52,-0.88
Marquis Daniels,4,-0.2,-0.1,-2.41,-2.42,+0.00
Keita Bates-Diop,3,0.0,0.0,-2.30,-1.70,-0.60
Johan Petro,4,-0.2,0.0,-2.42,-3.15,+0.74
Chasson Randle,4,-0.6,-0.1,-2.78,-1.74,-1.04
Charles Jenkins,2,-0.1,-0.1,-2.43,-1.69,-0.74
Michael Redd,3,-0.1,0.0,-2.43,-0.41,-2.02
J.R. Giddens,1,0.0,0.0,-2.43,-2.16,-0.28
Kevin Ollie,1,0.0,0.0,-2.44,-2.02,-0.42
Isaiah Roby,2,-0.4,-0.2,-2.68,-2.69,+0.01
Derrick Caracter,1,0.0,0.0,-2.46,-1.74,-0.72
Fabricio Oberto,2,-0.1,0.0,-2.46,-2.48,+0.02
Al Thornton,2,-0.4,-0.2,-2.48,-1.67,-0.81
Carlos Arroyo,2,-0.3,-0.1,-2.48,-1.90,-0.58
Ian Clark,6,-0.5,-0.1,-2.48,-0.83,-1.66
Gary Forbes,2,-0.2,-0.1,-2.48,-1.02,-1.47
Morris Peterson,2,-0.1,-0.1,-2.49,-1.65,-0.84
Erick Green,2,-0.1,0.0,-2.49,-0.66,-1.83
Perry Jones III,3,-0.2,-0.1,-2.50,-1.78,-0.73
Semih Erden,2,-0.1,-0.1,-2.51,-2.68,+0.16
Joe Young,3,-0.1,0.0,-2.51,-0.87,-1.64
Marquis Teague,3,-0.1,0.0,-2.52,-2.26,-0.26
Sam Young,4,-0.5,-0.1,-2.53,-1.78,-0.76
Gal Mekel,2,0.0,0.0,-2.53,-1.43,-1.11
Hakim Warrick,4,-0.6,-0.1,-2.54,-0.96,-1.58
MarShon Brooks,5,-0.6,-0.1,-2.55,-0.92,-1.63
Terrence Williams,4,-0.5,-0.1,-2.56,-1.60,-0.97
Anthony Bennett,4,-0.3,-0.1,-2.56,-1.75,-0.82
Kevin Seraphin,7,-1.0,-0.1,-2.58,-2.77,+0.19
Rafer Alston,1,-0.3,-0.3,-2.59,-3.10,+0.52
James White,1,-0.1,-0.1,-2.59,-1.95,-0.64
Rashad Vaughn,3,-0.3,-0.1,-2.61,-1.77,-0.84
Earl Clark,6,-0.7,-0.1,-2.62,-2.66,+0.04
Frank Jackson,3,-0.5,-0.2,-2.56,-0.78,-1.78
R.J. Hampton,1,-0.5,-0.5,-3.13,-1.52,-1.61
Acie Law,2,-0.2,-0.1,-2.64,-1.55,-1.08
Joe Smith,2,-0.1,-0.1,-2.65,-1.58,-1.06
Jason Kapono,3,-0.3,-0.1,-2.67,-1.09,-1.58
Tony Wroten,4,-0.7,-0.2,-2.67,-0.93,-1.74
Antonio Blakeney,2,-0.3,-0.1,-2.68,-1.23,-1.45
Isaiah Briscoe,1,-0.1,-0.1,-2.69,-2.48,-0.21
Darius Morris,4,-0.4,-0.1,-2.70,-1.98,-0.72
Josh Selby,2,-0.1,0.0,-2.72,-1.88,-0.84
Nik Stauskas,5,-1.9,-0.4,-2.73,-1.10,-1.63
Walker Russell,1,-0.1,-0.1,-2.73,-2.25,-0.48
Ky Bowman,1,-0.3,-0.3,-2.73,-2.85,+0.12
Wayne Selden,3,-0.7,-0.2,-2.74,-1.44,-1.30
Norris Cole,6,-2.3,-0.4,-2.75,-1.46,-1.30
James Anderson,5,-1.3,-0.3,-2.76,-1.74,-1.02
Dahntay Jones,7,-1.4,-0.2,-2.77,-2.02,-0.75
Damjan Rudez,3,-0.5,-0.2,-2.78,-1.42,-1.36
Adreian Payne,4,-0.4,-0.1,-2.80,-2.01,-0.79
Collin Sexton,3,-1.6,-0.5,-2.68,-0.04,-2.64
Jonathan Bender,1,-0.1,-0.1,-2.84,-2.44,-0.40
Darius Garland,2,-0.5,-0.2,-2.51,-1.04,-1.48
Diante Garrett,2,-0.4,-0.2,-2.85,-1.99,-0.86
Melvin Ely,2,-0.1,-0.1,-2.86,-2.16,-0.70
Terrance Ferguson,4,-1.5,-0.4,-2.87,-2.40,-0.46
Maurice Evans,3,-1.2,-0.4,-2.89,-1.62,-1.27
Wade Baldwin IV,3,-0.2,-0.1,-2.89,-2.39,-0.50
Doron Lamb,2,-0.5,-0.3,-2.91,-1.94,-0.97
Bobby Brown,3,-0.3,-0.1,-2.92,-1.33,-1.59
Nick Johnson,1,-0.1,-0.1,-2.92,-1.71,-1.21
Deonte Burton,2,-0.2,-0.1,-2.93,-2.79,-0.13
Dwayne Bacon,4,-2.6,-0.6,-3.29,-2.25,-1.03
Sonny Weems,3,-1.3,-0.4,-2.93,-1.49,-1.44
Sasha Pavlovic,4,-0.9,-0.2,-2.93,-2.93,+0.00
Etan Thomas,2,-0.2,-0.1,-2.94,-2.78,-0.15
Adam Morrison,1,-0.1,-0.1,-2.95,-1.90,-1.05
Michael Finley,1,-0.3,-0.3,-2.99,-1.29,-1.70
Lance Thomas,9,-3.3,-0.4,-2.99,-1.97,-1.02
Semaj Christon,1,-0.4,-0.4,-3.00,-1.46,-1.53
Brian Scalabrine,3,-0.3,-0.1,-3.01,-2.25,-0.76
Jordan Poole,2,-0.9,-0.4,-2.90,-1.35,-1.55
Paul Zipser,2,-0.8,-0.4,-3.03,-2.91,-0.12
Tyshawn Taylor,2,-0.2,-0.1,-3.03,-1.94,-1.10
Jermaine Taylor,2,-0.4,-0.2,-3.04,-1.56,-1.48
Abdel Nader,4,-1.2,-0.3,-3.04,-2.48,-0.55
Jacob Evans,2,-0.3,-0.2,-3.10,-2.85,-0.25
James Wiseman,1,-0.5,-0.5,-3.27,-3.03,-0.24
Jabari Brown,1,-0.3,-0.3,-3.13,-1.01,-2.13
Quinton Ross,2,-0.5,-0.3,-3.15,-3.16,+0.01
Juwan Howard,4,-1.4,-0.4,-3.19,-2.06,-1.13
Semi Ojeleye,4,-2.0,-0.5,-3.14,-2.49,-0.65
Patrick McCaw,5,-2.0,-0.4,-3.24,-2.39,-0.84
Byron Mullens,5,-2.1,-0.4,-3.24,-1.21,-2.03
Raja Bell,3,-1.9,-0.6,-3.24,-1.74,-1.49
DeQuan Jones,1,-0.5,-0.5,-3.24,-1.87,-1.37
Joey Graham,2,-0.8,-0.4,-3.26,-2.76,-0.50
Zeke Nnaji,1,-0.3,-0.3,-3.42,-1.88,-1.54
Jeffery Taylor,3,-1.6,-0.5,-3.29,-2.46,-0.83
Allonzo Trier,2,-1.1,-0.6,-3.29,-1.53,-1.76
Mardy Collins,1,-0.3,-0.3,-3.33,-3.37,+0.04
Ricky Davis,1,-0.3,-0.3,-3.37,-1.82,-1.55
Aleksej Pokusevski,1,-1.3,-1.3,-4.10,-3.21,-0.90
Terrel Harris,2,-0.3,-0.2,-3.39,-2.57,-0.82
Hollis Thompson,4,-4.5,-1.1,-3.39,-1.83,-1.56
Nolan Smith,2,-0.6,-0.3,-3.42,-2.27,-1.15
Patrick Williams,1,-1.6,-1.6,-3.51,-3.14,-0.37
Johnny O'Bryant III,4,-1.3,-0.3,-3.48,-2.45,-1.03
Stephen Graham,2,-1.3,-0.7,-3.49,-2.55,-0.94
Jarvis Hayes,1,-0.9,-0.9,-3.70,-2.01,-1.70
Jawad Williams,2,-1.1,-0.5,-3.74,-2.41,-1.33
Jonny Flynn,3,-3.5,-1.2,-3.75,-1.60,-2.15
Elliot Williams,4,-1.4,-0.3,-3.78,-2.32,-1.46
Isaac Okoro,1,-1.8,-1.8,-3.57,-2.64,-0.93
Anfernee Simons,3,-2.2,-0.7,-3.57,-0.98,-2.59
Andrew Goudelock,3,-0.5,-0.2,-3.89,-1.72,-2.17
Sekou Doumbouya,2,-1.7,-0.8,-3.91,-2.36,-1.55
Jeremy Pargo,3,-1.3,-0.4,-4.08,-2.61,-1.48
Kevin Knox II,3,-4.5,-1.5,-4.17,-2.38,-1.78
Malik Allen,2,-0.8,-0.4,-4.21,-2.92,-1.29
Kobi Simmons,2,-0.8,-0.4,-4.23,-2.09,-2.14
Cory Higgins,2,-0.6,-0.3,-4.37,-3.15,-1.22
Theo Maledon,1,-2.7,-2.7,-4.63,-3.52,-1.12
Josh Powell,3,-2.4,-0.8,-5.37,-3.52,-1.85
Trenton Hassell,1,-2.2,-2.2,-5.43,-4.33,-1.10